Id,Title,Year,Poster,Rating,Plot,,,,,,
47640,Beerfest,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4NzYyMDE0OF5BMl5BanBnXkFtZTcwOTIzODczMw@@._V1_SX300.jpg,6.3,"Two brothers travel to Germany for Oktoberfest, only to stumble upon a secret, centuries-old competition described as a Fight Club"" with beer games.""",,,,,,
47714,Blithe Spirit,1945,https://images-na.ssl-images-amazon.com/images/M/MV5BN2FiNmJmN2MtNGYyOS00YzI2LWFjMTItZDUxZWFkNzg2MTUyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,7.2,"Charles and his second wife, Ruth, are haunted by the spirit of his first wife, Elvira. Medium Madame Arcati tries to help things out by contacting the ghost.",,,,,,
47721,"Red Balloon, The",1956,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTcxMDU2N15BMl5BanBnXkFtZTcwNjA1MTE3MQ@@._V1_SX300.jpg,8.2,A red balloon with a life of its own follows a little boy around the streets of Paris.,,,,,,
47728,Green for Danger,1946,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTg3OTk1N15BMl5BanBnXkFtZTcwMjI2NTA0MQ@@._V1_SX300.jpg,7.6,"After the nurse who declares that a recent surgical death was a murder dies also, an enigmatic Scotland Yard inspector arrives to investigate.",,,,,,
47810,"Wicker Man, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NzQ3NjgzN15BMl5BanBnXkFtZTYwMjk4NTU3._V1_SX300.jpg,3.7,"A sheriff investigating the disappearance of a young girl from a small island discovers there's a larger mystery to solve among the island's secretive, neo-pagan community.",,,,,,
47815,Crossover,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NDg4MjUyMV5BMl5BanBnXkFtZTcwNzIzNTQzMQ@@._V1_SX300.jpg,2.1,"A naturally talented basketball player, Noah Cruise is determined to become a doctor using his basketball scholarship to UCLA pre-med, rather than succumb to the lure of former sports agent...",,,,,,
47894,"Wind That Shakes the Barley, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc1MjA5ODY2Ml5BMl5BanBnXkFtZTcwMTk2MTQ1MQ@@._V1_SX300.jpg,7.5,"Against the backdrop of the Irish War of Independence, two brothers fight a guerrilla war against British forces.",,,,,,
47937,Severance,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BYjliNTUzYzktYjYzNC00NTk4LThmOGEtNjFlZWI2Nzc3ZjkyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,During a team-building retreat in the mountains a group of sales representatives are hunted down one by one.,,,,,,
47950,Hollywoodland,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4ODQ2OTI5NF5BMl5BanBnXkFtZTcwMDIyNjYzMQ@@._V1_SX300.jpg,6.5,"A detective examines the mysterious death of George Reeves, the star of the television series Adventures of Superman (1952).",,,,,,
47952,"Covenant, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNjI1MTM1OTEwMV5BMl5BanBnXkFtZTcwODYzNzUzMQ@@._V1_SX300.jpg,5.3,"Four young men who belong to a New England supernatural legacy are forced to battle a fifth power long thought to have died out. Meanwhile, jealousy and suspicion threaten to tear them apart.",,,,,,
47978,SherryBaby,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1Mzc0ODE4MF5BMl5BanBnXkFtZTcwNjU1MzYzMQ@@._V1_SX300.jpg,6.6,Sherry tries to integrate again into society and become a good mother.,,,,,,
47997,Idiocracy,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMWQ4MzI2ZDQtYjk3MS00ODdjLTkwN2QtOTBjYzIwM2RmNzgyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.6,"Private Joe Bauers, the definition of average American""", is selected by the Pentagon to be the guinea pig for a top-secret hibernation program. Forgotten," he awakes five centuries in the future. He discovers a society so incredibly dumbed down that he's easily the most intelligent person alive.""",,,,
47999,Jesus Camp,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMzEyZjJlMTQtNWVhZC00NTI3LTk2MmYtYmNjY2JjMDEwNGY3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.5,A documentary on kids who attend a summer camp hoping to become the next Billy Graham.,,,,,,
48032,"Tiger and the Snow, The",2005,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0OTYyMDQzMDReQTJeQWpwZ15BbWU3MDk0OTU0NDE@._V1_SX300.jpg,7.2,A love-struck Italian poet is stuck in Iraq at the onset of an American invasion.,,,,,,
48043,"Fountain, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5OTczMTcxMV5BMl5BanBnXkFtZTcwNDg3MTEzMw@@._V1_SX300.jpg,7.3,"As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",,,,,,
48061,Snoopy Come Home,1972,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMjQ3NjgxM15BMl5BanBnXkFtZTcwNjgzOTMzMQ@@._V1_SX300.jpg,7.5,Snoopy travels to see his sick former owner and then feels obliged to return to her permanently.,,,,,,
48082,"Science of Sleep, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTcxNzY5NV5BMl5BanBnXkFtZTcwODk5NTQzMQ@@._V1_SX300.jpg,7.3,A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world.,,,,,,
48142,"Black Dahlia, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0MDc1OTQ5NF5BMl5BanBnXkFtZTcwNzE1ODUzMQ@@._V1_SX300.jpg,5.6,"Two policemen see their personal and professional lives fall apart in the wake of the Black Dahlia"" murder investigation.""",,,,,,
48159,Everyone's Hero,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTgwNzY5N15BMl5BanBnXkFtZTcwNDU0OTUzMQ@@._V1_SX300.jpg,5.8,A boy (Jake T. Austin) begins a grand journey to return Babe Ruth's baseball bat before the deciding game of the 1932 World Series comes to a close.,,,,,,
48165,"Seventh Continent, The",1989,https://images-na.ssl-images-amazon.com/images/M/MV5BMzY2NTYzNDEzM15BMl5BanBnXkFtZTcwNDE1NzIzMQ@@._V1_SX300.jpg,7.8,"A European family who plan on escaping to Australia, seem caught up in their daily routine, only troubled by minor incidents. However, behind their apparent calm and repetitive existence, they are actually planning something sinister.",,,,,,
48198,Streamers,1983,https://images-na.ssl-images-amazon.com/images/M/MV5BNTkxMjc2ODY4Nl5BMl5BanBnXkFtZTcwMDA0NDMzMQ@@._V1_SX300.jpg,6.7,Four young soldiers waiting to be shipped to Viet Nam deal with racial tension and their own intolerance when one soldier reveals he's gay.,,,,,,
48231,Taxidermia,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1OTU5NjAzMl5BMl5BanBnXkFtZTcwNDQ3NjA3Mg@@._V1_SX300.jpg,7,"Three generations of men, including a pervert that constantly seeks for new kinds of satisfaction, an obese speed eater and a passionate embalmer.",,,,,,
48262,"Bridge, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMDJhNTlkYmItZGYzMC00Zjg5LWEzMWUtMmMwNDcyNTRiZGEwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.3,"People suffer largely unnoticed while the rest of the world goes about its business. This is a documentary exploration of the mythic beauty of the Golden Gate Bridge, the most popular ...",,,,,,
48268,Empire Falls,2005,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2MDMzOTQ2MF5BMl5BanBnXkFtZTcwMzAwMjAzMQ@@._V1_SX300.jpg,7.4,"A decaying New England town is the backdrop for its unique citizens, led by unassuming restaurant manager Miles Roby.",,,,,,
48301,"Private Life of Henry VIII, The",1933,https://images-na.ssl-images-amazon.com/images/M/MV5BYjhhZGZjN2EtZTQyYS00ZGVhLTgyOTAtZjk3MDhiMTExN2M5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,7.2,King Henry VIII marries five more times after his divorce from his first wife Catherine of Aragon.,,,,,,
48304,Apocalypto,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMzhmNGMzMDMtZDM0Yi00MmVmLWExYjAtZDhjZjcxZDM0MzJhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,7.8,"As the Mayan kingdom faces its decline, the rulers insist the key to prosperity is to build more temples and offer human sacrifices. Jaguar Paw, a young man captured for sacrifice, flees to avoid his fate.",,,,,,
48319,Flyboys,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDg5NTkxMF5BMl5BanBnXkFtZTcwNjA4MDUzMQ@@._V1_SX300.jpg,6.6,"The adventures of the Lafayette Escadrille, young Americans who volunteered for the French military before the U.S. entered World War I, and became the country's first fighter pilots.",,,,,,
48322,Jackass Number Two,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNzgzNDYyOTcxNl5BMl5BanBnXkFtZTcwODczNzUzMQ@@._V1_SX300.jpg,7.1,"Chris Pontius, Johnny Knoxville, Steve-O, Bam Margera, and the whole crew return to the screen to raise the stakes higher than ever before.",,,,,,
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0MTQ3NDQ4Ml5BMl5BanBnXkFtZTcwOTQ3OTQzMw@@._V1_SX300.jpg,7.3,"Kazakh TV talking head Borat is dispatched to the United States to report on the greatest country in the world. With a documentary crew in tow, Borat becomes more interested in locating and marrying Pamela Anderson.",,,,,,
48394,Pan's Labyrinth,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg,8.2,"In the falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",,,,,,
48414,Open Season,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwOTg2MjU0OV5BMl5BanBnXkFtZTcwMzIzNTQzMQ@@._V1_SX300.jpg,6.2,"Boog, a domesticated 900lb. Grizzly bear, finds himself stranded in the woods 3 days before Open Season. Forced to rely on Elliot, a fast-talking mule deer, the two form an unlikely friendship and must quickly rally other forest animals if they are to form a rag-tag army against the hunters.",,,,,,
48501,G.O.R.A.,2004,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE0MTY2MDI3NV5BMl5BanBnXkFtZTcwNTc1MzEzMQ@@._V1_SX300.jpg,8,A slick young Turk kidnapped by extraterrestrials shows his great ?? humanitarian spirit ?? by outwitting the evil commander-in-chief of the planet of G.O.R.A.,,,,,,
48516,"Departed, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_SX300.jpg,8.5,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,,,,,,
48518,"Texas Chainsaw Massacre: The Beginning, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMzUzZmZhZmQtYjNiMS00N2UwLTk0NzQtYmJjYWVkZjMwMWVkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,5.9,"Before being sent to serve in Vietnam, two brothers and their girlfriends take one last road trip, but when they get into an accident, a terrifying experience will take them to a secluded house of horrors, with a chainsaw-wielding killer.",,,,,,
48520,Employee of the Month,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4NTc2NDI5OF5BMl5BanBnXkFtZTcwMDQ4NzYzMQ@@._V1_SX300.jpg,5.5,"A slacker competes with a repeat winner for the Employee of the Month"" title at work"," in order to gain the affections of a new female employee.""",,,,,
48522,Stormbreaker,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNDIxNzc4NF5BMl5BanBnXkFtZTcwNjE4MjczMQ@@._V1_SX300.jpg,5.1,"After the death of his uncle, the 14-year-old schoolboy Alex Rider is forced by the Special OperationsDivision of Britain's secret intelligence service, MI6, for a mission which will save millions of lives.",,,,,,
48560,Running With Scissors,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIwOTU2NjE0N15BMl5BanBnXkFtZTcwMTg2MDUzMQ@@._V1_SX300.jpg,6.2,"Young Augusten Burroughs absorbs experiences that could make for a shocking memoir: the son of an alcoholic father and an unstable mother, he's handed off to his mother's therapist, Dr. Finch, and spends his adolescent years as a member of Finch's bizarre extended family.",,,,,,
48591,"Grudge 2, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NDIxMDc2MF5BMl5BanBnXkFtZTcwMTg2MTkzMQ@@._V1_SX300.jpg,5,Three interwoven stories about a terrible curse. A young woman encounters a malevolent supernatural force while searching for her missing sister in Tokyo; a mean high school prank goes horribly wrong; a woman with a deadly secret moves into a Chicago apartment building.,,,,,,
48593,Man of the Year,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM0NzQxMjk0OV5BMl5BanBnXkFtZTcwMDUyNDgzMQ@@._V1_SX300.jpg,6.2,"A comedian who hosts a news satire program decides to run for president, and a computerized voting machine malfunction gets him elected.",,,,,,
48596,"Marine, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0ODc5NzE3Nl5BMl5BanBnXkFtZTcwMDkxNzczMQ@@._V1_SX300.jpg,4.7,A group of diamond thieves on the run kidnap the wife of a recently discharged marine who goes on a chase through the South Carolinian wilderness to retrieve her.,,,,,,
48660,"Elementary Particles, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BY2I4ZWRlNjQtZDc3YS00Yzc1LTkwMzgtMjBhYjYyMmMyNzViL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,6.7,"Based on Michel Houellebecq's controversial novel, this movie focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality. After a chaotic childhood with a ...",,,,,,
48682,Offside,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4NDg1ODY0MF5BMl5BanBnXkFtZTcwNzUwMDY0MQ@@._V1_SX300.jpg,7.3,Struggle of Women in a country that excludes them from entering the stadiums.,,,,,,
48696,Little Children,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_SX300.jpg,7.6,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",,,,,,
48698,Deliver Us from Evil,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NTM5MDQ3Ml5BMl5BanBnXkFtZTcwMjMzMjgzMQ@@._V1_SX300.jpg,8,"Documentary about Father Oliver O'Grady, a Catholic priest who was relocated to various parishes around the United States during the 1970s in an attempt by the Catholic Church to cover up his rape of dozens of children.",,,,,,
48711,Facing the Giants,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI5OTg1NjI3M15BMl5BanBnXkFtZTcwNDc4MzMzMQ@@._V1_SX300.jpg,6.7,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,,,,,,
48738,"Last King of Scotland, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMjM1NTkxNjkzMl5BMl5BanBnXkFtZTgwNDgwMDAxMzE@._V1_SX300.jpg,7.7,Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970's.,,,,,,
48741,"U.S. vs. John Lennon, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTA5ODIzNzAxNDVeQTJeQWpwZ15BbWU3MDUwODQ0MzE@._V1_SX300.jpg,7.4,"A documentary on the life of John Lennon, with a focus on the time in his life when he transformed from a musician into an antiwar activist.",,,,,,
48744,Shortbus,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BZjkwMTk1OWMtZjg4ZC00YWVlLTkyZGItZTU4ZjQ5NDM0M2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.5,"A group of New Yorkers caught up in their romantic-sexual milieu converge at an underground salon infamous for its blend of art, music, politics, and carnality.",,,,,,
48774,Children of Men,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNDIyZjQ5M2EtYTcwMS00MGFiLWE2NmYtZGQwMzg1NjI5MmJlXkEyXkFqcGdeQXVyNjQyMjcwNDM@._V1_SX300.jpg,7.9,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea.",,,,,,
48780,"Prestige, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NDI0MTIxNF5BMl5BanBnXkFtZTYwNTM0MzY2._V1_SX300.jpg,8.5,Two stage magicians engage in competitive one-upmanship in an attempt to create the ultimate stage illusion.,,,,,,
48783,Flags of Our Fathers,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MjYxMjMyMF5BMl5BanBnXkFtZTYwMzAwMDc3._V1_SX300.jpg,7.1,"The life stories of the six men who raised the flag at The Battle of Iwo Jima, a turning point in WWII.",,,,,,
48791,Flicka,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4OTM2MjU4M15BMl5BanBnXkFtZTcwMTA5MjA0MQ@@._V1_SX300.jpg,6.2,Young Katy claims a wild horse as her own -- an effort to prove to her father that she is capable of one day taking over the family ranch.,,,,,,
48817,Sleeping Dogs Lie,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODU4MTQ4OV5BMl5BanBnXkFtZTcwOTAwNjI0MQ@@._V1_SX300.jpg,5.9,A recently engaged woman's life is thrown into turmoil after confessing to her fianc?? that she once experimented with bestiality.,,,,,,
48856,"Guide to Recognizing Your Saints, A",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNjk4MzIyMzUxMV5BMl5BanBnXkFtZTcwNTk4NTU0MQ@@._V1_SX300.jpg,7.1,"The movie is a coming-of-age drama about a boy growing up in Astoria, N.Y., during the 1980s. As his friends end up dead, on drugs or in prison, he comes to believe he has been saved from their fate by various so-called saints.",,,,,,
48872,13 Tzameti,2005,https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ3NzU3MzU5OF5BMl5BanBnXkFtZTcwNDM4NDIzMQ@@._V1_SX300.jpg,7.4,"Sebastian, a young man, has decided to follow instructions intended for someone else, without knowing where they will take him. Something else he does not know is that Gerard Dorez, a cop ...",,,,,,
48877,Saw III,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3MzI5NjYxMl5BMl5BanBnXkFtZTcwOTA0NDkzMQ@@._V1_SX300.jpg,6.2,Jigsaw kidnaps a doctor to keep him alive while he watches his new apprentice put an unlucky citizen through a brutal test.,,,,,,
48972,Lunacy,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTA0NDIyM15BMl5BanBnXkFtZTcwNTY5NTc0MQ@@._V1_SX300.jpg,7.3,"A man takes up residence with a mysterious marquis and is soon persuaded to enter into an asylum for preventative therapy. Things are not what they seem, and the marquis may be even more sinister than what the young man may've predicted.",,,,,,
48982,Flushed Away,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MzE1MDk2N15BMl5BanBnXkFtZTYwMjEwMzI3._V1_SX300.jpg,6.6,"The story of an uptown rat that gets flushed down the toilet from his penthouse apartment, ending in the sewers of London, where he has to learn a whole new and different way of life.",,,,,,
48997,Perfume: The Story of a Murderer,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1_SX300.jpg,7.5,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",,,,,,
49013,"Santa Clause 3: The Escape Clause, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI4ODQ4MzgzMl5BMl5BanBnXkFtZTcwODc5NTUzMQ@@._V1_SX300.jpg,4.7,"Santa, aka Scott Calvin, is faced with double-duty: how to keep his new family happy, and how to stop Jack Frost from taking over Christmas.",,,,,,
49132,Shut Up & Sing,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwODM0NzM1NV5BMl5BanBnXkFtZTcwNDY0NTkzMQ@@._V1_SX300.jpg,7.7,A documentary on the Dixie Chicks in the wake of singer Natalie Maines' anti-George W. Bush statement at a 2003 concert.,,,,,,
49220,For Your Consideration,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,6.3,Three actors learn that their respective performances in the film Home for Purim," a drama set in the mid-1940s American South, are generating award-season buzz.",,,,,
49225,Street Fight,2005,https://images-na.ssl-images-amazon.com/images/M/MV5BMzk2NzI0NTUxM15BMl5BanBnXkFtZTcwMDMzMjM0MQ@@._V1_SX300.jpg,8.1,"This documentary follows the 2002 mayoral campaign in Newark, New Jersey in which a City Councilman, Cory Booker, attempted to unseat longtime mayor Sharpe James.",,,,,,
49265,Shooting Dogs,2005,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4NjA2MTAwNl5BMl5BanBnXkFtZTcwMzc0NzI0MQ@@._V1_SX300.jpg,7.7,"In April 1994, after the airplane of the Hutu President of Rwanda is shot down, the Hutu militias slaughter the Tutsi population. In the Ecole Technique Officielle, the Catholic priest ...",,,,,,
49272,Casino Royale,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMDI5ZWJhOWItYTlhOC00YWNhLTlkNzctNDU5YTI1M2E1MWZhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,8,"Armed with a licence to kill, Secret Agent James Bond sets out on his first mission as 007 and must defeat a weapons dealer in a high stakes game of poker at Casino Royale, but things are not what they seem.",,,,,,
49274,Happy Feet,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNTkxMjUwMV5BMl5BanBnXkFtZTcwMDQ2NTU0MQ@@._V1_SX300.jpg,6.5,"Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",,,,,,
49278,Déjà Vu,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BZWUyNzk1OTEtODhlZC00NGMwLTk5MWMtZGY0YTIwMmY0MjFmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,7,"After a ferry is bombed in New Orleans, an A.T.F. agent joins a unique investigation using experimental surveillance technology to find the bomber, but soon finds himself becoming obsessed with one of the victims.",,,,,,
49280,Bobby,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTIyMTAyMjcxOV5BMl5BanBnXkFtZTcwNjc0NDUzMQ@@._V1_SX300.jpg,7,"The story of the assassination of U.S. Senator Robert F. Kennedy who was shot in the early morning hours of June 5, 1968 in the Ambassador Hotel in Los Angeles, and 22 people in the hotel whose lives were never the same.",,,,,,
49284,10 Items or Less,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1MTU4NjYzMV5BMl5BanBnXkFtZTcwNTg1NzQ0MQ@@._V1_SX300.jpg,6.7,"An actor (Freeman) prepping for an upcoming role meets a quirky grocery clerk (Vega), and the pair hit the road to show one another their respective worlds.",,,,,,
49286,"Holiday, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2MzEyNDkxNF5BMl5BanBnXkFtZTcwODE5NjkzMQ@@._V1_SX300.jpg,6.9,"Two women troubled with guy-problems swap homes in each other's countries, where they each meet a local guy and fall in love.",,,,,,
49299,Luna de Avellaneda,2004,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NTM3NTkzN15BMl5BanBnXkFtZTcwNzAzNDMzMQ@@._V1_SX300.jpg,7.3,The story of a social and sports club in a Buenos Aires neighborhood and of those who try to save it from being closed.,,,,,,
49314,Harsh Times,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTk0Mzc1NTY1N15BMl5BanBnXkFtZTYwMTMxOTY3._V1_SX300.jpg,6.9,A tough-minded drama about two friends in South Central Los Angeles and the violence that comes between them.,,,,,,
49394,Simon of the Desert,1965,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3MzYwMzA0Ml5BMl5BanBnXkFtZTcwMzkwNzUyMg@@._V1_SX300.jpg,8,"Simon, a deeply religious man living in the 4th century, wants to be nearer to God so he climbs a column. The Devil wants him come down to Earth and is trying to seduce him.",,,,,,
49396,Tenacious D in The Pick of Destiny,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyMDA3OTc4MV5BMl5BanBnXkFtZTcwNzE5NjkzMQ@@._V1_SX300.jpg,6.8,"To become the greatest band of all time, two slacker, wannabe-rockers set out on a quest to steal a legendary guitar pick that gives its holders incredible guitar skills, from a maximum security Rock and Roll museum.",,,,,,
49526,National Lampoon's Van Wilder: The Rise of Taj,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg1NTA0MzA2OV5BMl5BanBnXkFtZTcwMjA2MzA0MQ@@._V1_SX300.jpg,4.8,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",,,,,,
49528,Turistas,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwNjAwOTAyMDdeQTJeQWpwZ15BbWU2MDIyMTU1Nw@@._V1_SX300.jpg,5.3,A group of young backpackers' vacation turns sour when a bus accident leaves them marooned in a remote Brazilian rural area that holds an ominous secret.,,,,,,
49530,Blood Diamond,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY5MTYyNjkwNV5BMl5BanBnXkFtZTcwODE3MTI0MQ@@._V1_SX300.jpg,8,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond.",,,,,,
49647,Charlotte's Web,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ5MTUzMTAzMl5BMl5BanBnXkFtZTcwNTE0NTcyMw@@._V1_SX300.jpg,6.4,"Wilbur the pig is scared of the end of the season, because he knows that come that time, he will end up on the dinner table. He hatches a plan with Charlotte, a spider that lives in his pen, to ensure that this will never happen.",,,,,,
49649,Eragon,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNzMyMGI1N2UtNzc5YS00OGNkLTg1OTktMTNkMmY2Zjk1NTQxXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,5.1,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realizes he's the one person who can defend his home against an evil king.",,,,,,
49651,Rocky Balboa,2006,https://images-na.ssl-images-amazon.com/images/M/MV5BNWIyNmQyNjctYmVmMS00MGI4LWIxMmUtNjA0ODYzOTA0Yjk0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,7.2,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight; against the reigning heavyweight champ Mason 'The Line' Dixon.",,,,,,
49688,"Dam Busters, The",1955,https://images-na.ssl-images-amazon.com/images/M/MV5BMGNlNDcwY2QtNWJjOS00ZTNlLWI5M2YtOWZlZDA2YTQyYWZiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SX300.jpg,7.4,The story of how the British attacked German dams in WWII by using an ingenious technique to drop bombs where they would be most effective.,,,,,,
49772,"Painted Veil, The",2006,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMzODg4MjU4OF5BMl5BanBnXkFtZTYwNDAzNTU3._V1_SX300.jpg,7.5,"A British medical doctor fights a cholera epidemic in a small Chinese village, while being trapped at home in a loveless marriage to an unfaithful wife.",,,,,,
